#step	logL
178432	-201.063
178466	-200.754
178500	-206.516
178534	-205.956
178568	-205.152
178602	-205.617
178636	-207.627
178670	-205.944
178704	-210.112
178738	-205.58
178772	-204.861
178806	-207.271
178840	-206.735
178874	-209.119
178908	-202.613
178942	-203.158
178976	-203.656
179010	-206.177
179044	-206.821
179078	-203.954
179112	-210.027
179146	-203.603
179180	-206.182
179214	-199.029
179248	-208.264
179282	-202.146
179316	-202.835
179350	-211.627
179384	-214.174
179418	-209.161
179452	-211.375
179486	-207.374
179520	-200.688
179554	-196.303
179588	-199.528
179622	-197.97
179656	-206.829
179690	-208.269
179724	-206.154
179758	-204.716
179792	-208.146
179826	-207.781
179860	-208.23
179894	-210.175
179928	-205.911
179962	-203.082
179996	-200.609
180030	-197.04
180064	-209.051
180098	-203.248
180132	-200.479
180166	-199.527
180200	-203.921
180234	-196.363
180268	-195.907
180302	-187.421
180336	-188.147
180370	-202.825
180404	-200.681
180438	-200.483
180472	-189.804
180506	-187.363
180540	-189.112
180574	-190.702
180608	-193.665
180642	-174.674
180676	-173.755
180710	-175.019
180744	-190.945
180778	-199.598
180812	-195.994
180846	-192.758
180880	-190.366
180914	-187.481
180948	-199.091
180982	-189.582
181016	-203.999
181050	-199.589
181084	-190.691
181118	-201.576
181152	-191.606
181186	-198.397
181220	-198.162
181254	-190.054
181288	-188.648
181322	-203.31
181356	-202.417
181390	-204.151
181424	-202.616
181458	-197.056
181492	-197.687
181526	-197.156
181560	-196.271
181594	-173.698
181628	-171.127
181662	-174.995
181696	-177.262
181730	-186.504
181764	-184.601
181798	-180.351
181832	-179.031
181866	-196.144
181900	-204.596
181934	-186.12
181968	-186.805
182002	-189.121
182036	-189.293
182070	-188.226
182104	-197.879
182138	-199.461
182172	-193.131
182206	-188.627
182240	-193.311
182274	-192.118
182308	-199.502
182342	-197.635
182376	-204.257
182410	-192.18
182444	-193.284
182478	-194.311
182512	-189.442
182546	-198.404
182580	-197.593
182614	-195.491
182648	-192.563
182682	-196.716
182716	-206.696
182750	-206.964
182784	-205.868
182818	-210.751
182852	-197.752
182886	-195.98
182920	-208.865
182954	-210.63
182988	-195.074
183022	-194.205
183056	-187.56
183090	-190.088
183124	-187.869
183158	-189.887
183192	-184.514
183226	-196.896
183260	-203.591
183294	-200.51
183328	-202.958
183362	-195.687
183396	-202.311
183430	-201.835
183464	-197.525
183498	-203.417
183532	-189.477
183566	-184.841
183600	-194.174
183634	-185.103
183668	-201.045
183702	-190.995
183736	-204.288
183770	-210.659
183804	-194.403
183838	-197.755
183872	-173.331
183906	-174.822
183940	-188.073
183974	-186.484
184008	-193.336
184042	-189.859
184076	-186.414
184110	-179.7
184144	-174.412
184178	-169.747
184212	-166.051
184246	-195.625
184280	-189.629
184314	-185.062
184348	-198.715
184382	-194.699
184416	-204.975
184450	-201.915
184484	-187.781
184518	-206.073
184552	-198.346
184586	-208.141
184620	-210.634
184654	-200.979
184688	-190.714
184722	-197.374
184756	-190.627
184790	-192.87
184824	-197.54
184858	-202.589
184892	-207.675
184926	-202.92
184960	-198.445
184994	-201.258
185028	-203.634
185062	-191.772
185096	-198.233
185130	-200.659
185164	-206.196
185198	-203.772
185232	-203.033
185266	-207.801
185300	-206.197
185334	-193.682
185368	-193.278
185402	-195.38
185436	-191.954
185470	-197.111
185504	-188.167
185538	-197.862
185572	-200.351
185606	-197.449
185640	-186.526
185674	-186.35
185708	-187.304
185742	-192.689
185776	-192.786
185810	-190.614
185844	-197.73
185878	-198.06
185912	-194.68
185946	-205.057
185980	-203.359
186014	-206.194
186048	-203.487
186082	-201.446
186116	-201.944
186150	-201.99
186184	-202.352
186218	-200.374
186252	-198.59
186286	-199.146
186320	-209.302
186354	-209.695
186388	-207.944
186422	-210.868
186456	-211.185
186490	-209.756
186524	-212.465
186558	-213.022
186592	-202.43
186626	-198.72
186660	-206.554
186694	-209.45
186728	-208.404
186762	-204.439
186796	-199.736
186830	-193.764
186864	-197.15
186898	-190.072
186932	-194.38
186966	-192.241
187000	-196.966
187034	-194.811
187068	-197.242
187102	-195.415
187136	-195.262
187170	-201.454
187204	-203.602
187238	-206.278
187272	-213.316
187306	-213.007
187340	-210.893
187374	-213.979
187408	-210.19
187442	-206.943
187476	-204.261
187510	-204.08
187544	-210.192
187578	-196.757
187612	-202.658
187646	-207.541
187680	-209.891
187714	-209.479
187748	-206.863
187782	-196.811
187816	-201.784
187850	-195.294
187884	-200.154
187918	-208.414
187952	-207.655
187986	-204.672
188020	-193.318
188054	-198.384
188088	-199.899
188122	-204.072
188156	-194.985
188190	-198.87
188224	-196.765
188258	-198.12
188292	-198.432
188326	-197.339
188360	-192.321
188394	-189.732
188428	-187.068
188462	-186.086
188496	-183.352
188530	-183.254
188564	-182.244
188598	-183.138
188632	-181.952
188666	-170.254
188700	-170.569
188734	-169.708
188768	-181.756
188802	-175.482
188836	-193.677
188870	-186.154
188904	-204.074
188938	-205.077
188972	-199.455
189006	-205.139
189040	-208.167
189074	-209.966
189108	-211.981
189142	-215.547
189176	-216.201
189210	-206.012
189244	-197.934
189278	-195.283
189312	-191.61
189346	-198.161
189380	-193.061
189414	-199.736
189448	-192.748
189482	-193.003
189516	-192.213
189550	-193.203
189584	-188.905
189618	-201.866
189652	-199.949
189686	-197.889
189720	-193.099
189754	-187.114
189788	-180.257
189822	-189.511
189856	-187.321
189890	-190.507
189924	-190.417
189958	-198.378
189992	-189.157
190026	-192.479
190060	-182.593
190094	-184.9
190128	-200.587
190162	-199.164
190196	-196.083
190230	-194.097
190264	-194.833
190298	-199.275
190332	-203.247
190366	-203.947
190400	-204.38
190434	-207.922
190468	-197.878
190502	-196.96
190536	-198.513
190570	-203.539
190604	-199.569
190638	-203.007
190672	-199.718
190706	-206.235
190740	-203.658
190774	-206.56
190808	-208.258
190842	-209.917
190876	-211.777
190910	-204.567
190944	-205.208
190978	-206.499
191012	-207.49
191046	-207.578
191080	-212.797
191114	-207.136
191148	-200.9
191182	-213.097
191216	-209.056
191250	-212.275
191284	-212.088
191318	-208.916
191352	-199.517
191386	-203.329
191420	-198.811
191454	-206.827
191488	-204.367
191522	-205.444
191556	-211.346
191590	-208.756
191624	-207.961
191658	-210.515
191692	-210.172
191726	-211.449
191760	-209.569
191794	-211.898
191828	-213.183
191862	-213.948
191896	-214.799
191930	-208.954
191964	-207.183
191998	-203.864
192032	-208.446
192066	-203.638
192100	-205.622
192134	-211.1
192168	-211.261
192202	-209.243
192236	-210.225
192270	-208.192
192304	-202.699
192338	-206.708
192372	-191.727
192406	-194.034
192440	-193.065
192474	-197.618
192508	-194.779
192542	-189.744
192576	-200.879
192610	-206.526
192644	-208.901
192678	-209.671
192712	-211.623
192746	-208.822
192780	-208.871
192814	-208.297
192848	-210.406
192882	-203.878
192916	-202.076
192950	-202.802
192984	-198.195
193018	-201.922
193052	-195.019
193086	-188.866
193120	-194.114
193154	-192.837
193188	-203.394
193222	-202.772
193256	-204.561
193290	-203.291
193324	-210.443
193358	-210.607
193392	-208.569
193426	-210.043
193460	-208.834
193494	-208.945
193528	-209.926
193562	-207.084
193596	-208.211
193630	-209.391
193664	-211.082
193698	-210.382
193732	-213.749
193766	-215.358
193800	-217.339
193834	-214.339
193868	-215.436
193902	-216.187
193936	-212.373
193970	-207.592
194004	-202.296
194038	-206.979
194072	-211.606
194106	-190.408
194140	-189.661
194174	-191.434
194208	-193.318
194242	-198.8
194276	-194.303
194310	-194.607
194344	-206.196
194378	-206.924
194412	-207.364
194446	-192.066
194480	-185.351
194514	-188.539
194548	-199.607
194582	-204.086
194616	-206.229
194650	-203.087
194684	-203.754
194718	-208.166
194752	-208.016
194786	-207.823
194820	-206.951
194854	-202.095
194888	-200.331
194922	-201.985
194956	-200.939
194990	-203.704
195024	-201.029
195058	-204.32
195092	-210.464
195126	-205.447
195160	-205.595
195194	-200.905
195228	-196.276
195262	-197.756
195296	-198.663
195330	-209.35
195364	-211.125
195398	-211.585
195432	-210.018
195466	-210.369
195500	-215.017
195534	-210.021
195568	-215.54
195602	-214.996
195636	-206.8
195670	-206.004
195704	-206.528
195738	-207.699
195772	-208.64
195806	-207.553
195840	-206.161
195874	-203.51
195908	-204.233
195942	-205.025
195976	-205.418
196010	-203.979
196044	-207.517
196078	-206.303
196112	-205.051
196146	-204.429
196180	-203.747
196214	-194.093
196248	-194.458
196282	-186.669
196316	-188.429
196350	-189.494
196384	-195.976
196418	-200.057
196452	-200.711
196486	-202.146
196520	-204.114
196554	-206.488
196588	-204.1
